id,qid1,qid2,question1,question2,is_duplicate
1030,1749,1750,How can changing 500 and 1000 rupee notes end the black money in India?,Do you think scrapping of 500 and 1000 rupee denominations is going to eradicate corruption?,1
1031,1755,1756,Are there any telescopes powerful enough to view evidence left behind from NASA's moon landings?,"Do we have telescopes powerful enough nowadays to see the man-made objects left on the moon by the Apollo missions, proving 100% that humans did in fact land there?",1
1032,1773,1774,Have you ever been fired?,Have you ever been fired? How did you deal with it?,1
1033,1775,1776,How on earth would I dress like a workout guy from the year 1990 in the summer?,How would I dress like a workout guru from the year 1990 in the summer?,1
1034,1777,1778,My girlfriend has stopped talking to me. What should I do?,My girlfriend is not talking to me. What should I do?,1
1035,1779,1780,What will the real estate look like now after the 500 and 1000 scraping?,How will abolishing Rs. 500 and Rs. 1000 notes affect the real estate businesses in India?,1
1036,1781,1782,What are the best interview questions ever asked?,What are the best interview questions to ask?,1
1037,1791,1792,Has wizard magic been scientifically tested?,Have mages been scientifically tested?,1
1038,1801,1802,Why there is so much nudity content in Game of Thrones?,Why is there so much nudity in the Game of Thrones TV Series?,1
1039,1803,1804,How can I get followers and comments on my blog?,How can i get more follower on my blog?,1
1040,1805,1806,I have only 2 months for my CA CPT exams how do I prepare?,I want to crack CA CPT in 2 months. How should I study?,1
1041,1807,1808,What programming language should I learn if I want to do a 2D MMORPG game?,Which programming language should I learn if I want to develop gaming apps?,1
1042,1809,1810,What is your view on the recent demonetization in India?,What are your views on demonetization of ‰â_500 & ‰â_1000 notes in India?,1
1043,1811,1812,Why was cyrus mistry removed?,Why TATA sons replaced Cyrus Mistry to Ratan TATA?,1
1044,1825,1826,What is the first moment you remember in your Life?,What is the very first thing you remember in your life?,1
1045,1827,1828,What can I do after completing BDS?,What can we do after completing BDs?,1
1046,1829,1830,Does all Muslims hate Narendra Modi?,Why Muslims hate Modi government?,1
1047,1831,1832,I'm 18. What should I do?,What can I do when I'm 18?,1
1048,1833,1834,What are some really good and famous romantic comedy movies?,What are the best romantic comedy movies?,1
1049,1839,1840,How should I start meditating?,"How should I start meditating, and when?",1
1050,1841,1842,Can an infinite amount of dark or vacuum or gravitational energy be created with expansion?,"Is the potential energy of vacuum energy, virtual particles and/or dark energy infinite? NO MERGE",1
1051,1853,1854,Should you post picture on social media?,Should you post pictures on social media?,1
1052,1855,1856,Can we control our actions in a dream?,Can we control our dreams? Can we dream what we wanna dream about?,1
1053,1863,1864,Did Trump win the election?,Does Donald Trump have any chance of winning the forthcoming election?,1
1054,1871,1872,Why does the caste system still exist in India?,Why does the caste system exist in India even after 7 decades of Independence?,1
1055,1873,1874,How do I get a boyfriend for age 13?,How can I get a boyfriend at age 13?,1
1056,1881,1882,What are some new marketing techniques for language schools?,What are marketing techniques for language schools?,1
1057,1885,1886,What are the easy ways to earn money online?,How can I earn money on internet?,1
1058,1887,1888,What is reactance in a capacitor?,What is the reason behind the reactance of a capacitor?,1
1059,1893,1894,Why is Saltwater taffy candy imported in Australia?,Why is saltwater taffy candy imported in Austria?,1
1060,1897,1898,Which are the best part-time jobs to do in Bangalore?,What are the best part time jobs we can do in Bangalore?,1
1061,1899,1900,How do I become an attractive girl?,How do you become pretty/attractive?,1
1062,1901,1902,What are some of the best music albums ever?,What is regarded as the best music album?,1
1063,1903,1904,"Realistically speaking, what would happen to the USA if Donald Trump wins Presidency in the 2016 elections?",Why is Donald Trump supported so much? What will happen if he wins the election?,1
1064,1907,1908,What's it like to be a non-smoking mother of smoking children?,What's it like to be non-smoking mother of the smoking children?,1
1065,1911,1912,"How comfortably can I live in Washington DC on a $80,000 salary?","Can I live comfortably in DC on $80,000 - $114,000 salary?",1
1066,1913,1914,How do you find out if a girl has a boyfriend?,How do I tell if a girl has a boyfriend?,1
1067,1919,1920,How could I gain weight in a healthy way?,How can I gain healthy weight and mass?,1
1068,1927,1928,How do I know if my spouse is my soulmate?,How can I know that he is my soulmate?,1
1069,1929,1930,How do I get to be a people person?,How should I be a people person?,1
1070,1931,1932,How does a long distance relationship work?,Do long distance relationships work?,1
1071,1933,1934,HOw do I speak Fluent English?,How can I understand english?,1
1072,1941,1942,Where can I find a hacker for good cause?,Where can I find a good hacker?,1
1073,1955,1956,What can I do to get a job at Microsoft?,How do I get job in Google or Microsoft?,1
1074,1961,1962,Is it physically possible to travel back in time?,Is it possible to travel back or forward in time?,1
1075,1965,1966,How do I recover deleted messages in Facebook?,How do I recover deleted Facebook messages?,1
1076,1973,1974,Life can be boring. What to do?,My life is boring. What can I do?,1
1077,1977,1978,What would be a cool way to commit suicide?,What can be the most insane ways to commit suicide?,1
1078,1991,1992,Could we use cherenkov atmosphere radiation (with gamma rays or similar) to image the surface of a planet from here with ground based telescopes?,Can we map the surface (and the subsurface) of a planet using cosmic rays or very high frequency gamma rays with ground based telescopes?,1
1079,1997,1998,What is the best age to teach a child how to swim?,When is a good time to teach your children how to swim?,1
1080,1999,2000,"Which is less healthy for your body, beer or Pepsi?",Which is less healthy for your body light beer or Pepsi?,1
1081,2003,2004,What would cause an AMP to cut out?,What would cause an AMP to cut out? How do you fix it?,1
1082,2005,2006,How do I score good marks in mathematics?,How do I score good marks in mathematics (9 cbse)?,1
1083,2007,2008,Why does Facebook Messenger use long polling over WebSockets?,Does Facebook messenger use long polling or websockets?,1
1084,2009,2010,What are the chances of ww3?,Is there any possibility of a WW3?,1
1085,2015,2016,What are the application of binary search trees?,What are the applications of binary search trees?,1
1086,2021,2022,Do you think of mathematics as art or science?,Is math an art or a science?,1
1087,2023,2024,Is scientology a fraud?,Is Scientology bullshit?,1
1088,2025,2026,Who will win the 2016 presidential election?,Who will win the 2016 U.S. presidential election and why?,1
1089,2031,2032,How does specific heat and heat capacity differ?,Is heat capacity the same as specific heat?,1
1090,2035,2036,What are some interesting things to do when bored?,What should I do if I'm badly bored?,1
1091,2041,2042,Movie Review: What is your review of Aamir Khan's Dangal (2016 movie)?,What is your honest review of Dangal (2016 movie)?,1
1092,2043,2044,"What do you think about the movie, ""Interstellar""?",What do you think about the movie Interstellar?,1
1093,2054,2055,Are most blind people completely blind?,Are most blind people fully blind?,1
1094,2060,2061,How does someone knows they have social anxiety?,How do I know if I have social anxiety?,1
1095,2066,2067,"I am an Indian, planning to go to US for MS (a STEM course) this January. If Trump wins, how will that affect my future in US?",How is Trump becoming the president affect the Indians applying for an MS in the US (Mech)?,1
1096,2072,2073,Is evolution real? How has this been proven?,What are the different ways in which evolution has been proven to be real?,1
1097,2080,2081,"Is the US Constitution considered to be a living document? If so, why?",What makes the US Constitution a living document?,1
1098,2092,2093,"What makes you believe that ""Everything happens for a good reason""?",Do you believe that everything happens for a reason?,1
1099,2096,2097,What are the best things to learn in life?,What is the best thing we learned from our life?,1
1100,2100,2101,Can a sociopath have many psychopathic traits?,Can you be a sociopath with more psychopathic traits?,1
1101,2102,2103,How could Quora attract initial users?,When did Quora start and how did it attract users?,1
1102,2108,2109,What is the shopping mall of the future?,What will shopping malls be like in the future?,1
1103,2118,2119,What is white hat SEO?,What is white-hat SEO?,1
1104,2140,2141,What is the average salary of a physician in india?,What is the salary of a doctor in India?,1
1105,2144,2145,Where can I get free books to read or download?,Where can I get free books?,1
1106,2165,2166,What makes India different from the rest of the world?,What makes India different from all other countries in the world?,1
1107,2169,2170,"As a freshman, how do you promote an app for free?",How do you promote your app for free?,1
1108,2179,2180,Why does Dubai Police drive fast car?,Why do the Dubai Police have super cars?,1
1109,2199,2200,Can you dream while awake?,Can people dream while they are awake?,1
1110,2205,2206,Can I do meditation all day long? Does it help to improve my motivation?,Does meditation really help in controlling thoughts? How can I do it on my own?,1
1111,2209,2210,Quora: How do you post a question on Quora?,What are the best ways to ask a question on Quora?,1
1112,2211,2212,What are the benefits of learning another language?,What are the benefits of learning a third language?,1
1113,2213,2214,What are disaccharides? What are examples of disaccharides?,What are some examples of disaccharides?,1
1114,2221,1093,How can I hack a WhatsApp account?,How can I hack another WhatsApp account?,1
1115,2222,2223,What is the best IT field for freshers?,What is the best IT field to get in for a fresher?,1
1116,2228,2229,Why doesn't Google buy Quora?,Will Google buy Quora?,1
1117,2234,2235,How do we account for transgender people if gender is socially constructed?,If society reversed gender roles would transgender people be the same people or different people?,1
1118,2246,2247,How can we improve the education system for high school and college?,How can you improve high school education?,1
1119,2248,2249,How do I create a strong password?,How does one create a strong password? Any tips?,1
1120,2250,2251,"Do aliens really exist? If so ,do we have an evidence for it?",Do aliens really exists? If yes then where?,1
1121,2256,2257,Why do we need to study?,Why we need study?,1
1122,2260,2261,What were Hillary Clinton's positive achievements as Secretary of State?,What is Hillary Clinton's greatest achievement as a Secretary of State?,1
1123,2264,2265,How can I improve my english language skills? I am basically from gujarati background.,"How do I improve my vocabulary and English speaking skills? I am a 22 year old software engineer and come from a Telugu medium background. I am able to write well, but my speaking skills are poor.",1
1124,2266,2267,How can I get a chance to meet Mr. Narendra Modi?,How can I meet Modi?,1
1125,2272,2273,What is it like working in Indian Army?,What is it like to work in the Indian Army?,1
1126,2274,2275,What is the best way for a native Chinese speaker to learn English?,How can I learn English well as a Chinese student•_Ù?,1
1127,2276,2277,Why do people belive in god?,Why do people believe in God? What is the real faith in God? How do you believe God?,1
1128,2292,2293,How do you compare and contrast the properties of acids and bases?,How can you compare and contrast base and acid?,1
1129,2296,2297,What is the best way to do SEO in 2016?,How can I do SEO 2016?,1
1130,2298,2299,What defines happiness for you?,What defines happiness?,1
1131,2300,2301,What would a male Neanderthal think of a modern woman?,I am a female what would a Neanderthal male think of me?,1
1132,2304,2305,What is literally the most fastest way to make money?,What are fast ways to make money?,1
1133,2306,2307,How do you edit your Quora profile?,How do I edit my profile?,1
1134,2308,2309,What are the ten best short stories written by Isaac Asimov?,What is your favourite story by Isaac Asimov?,1
1135,2320,2321,What can one do to relieve severe chronic pain?,What has worked for you to help relieve chronic pain?,1
1136,2322,2323,What can I do to improve my English speaking?,How can I improve my spoken English?,1
1137,2324,2325,What are some of the best history podcasts?,What is the best podcast in history?,1
1138,2326,2327,"Do Muslim in India, especially in Gujarat,India hate(still) Narendra Modi?",Why do some Indian Muslims hate Narendra Modi?,1
1139,2334,2335,Have you ever encountered any alien? Please be true.Do not make a story.,Have you encountered an alien? What happened?,1
1140,2336,2337,What are top 5 things I should definitely not do when I am flying?,What are the top 5 things I should definitely not do when I am on a flight?,1
1141,2340,2341,How can I recover my Hotmail password?,How do I recover my Hotmail password?,1
1142,2342,2343,Is this the real life or is this some fantasy?,"Queen (band): Is this the real life, or is this just fantasy?",1
1143,2362,2363,How do I learn Python systematically?,"Starting with no programming experience, how long will it take to learn Python 3?",1
1144,2364,2365,How do I know that a guy likes you?,How can you tell if a guy likes you or not?,1
1145,2370,2371,I have a 3d printer. How can I make money off it?,How can I make money with my 3d printer?,1
1146,2372,2373,How much does it cost to develop app like Zomato?,What does it cost to develop an app like Zomato Order?,1
1147,2374,2375,Why do so may people ask questions on Quora that can easily be found by a simple Google searh?,Why do people find it easier to stage simple questions on Quora rather than spending a few minutes on the Internet to find straight answers?,1
1148,2376,2377,Which languages have been profoundly affected by Low German?,Which languages have been most profoundly affected by Low German?,1
1149,2388,2389,What's the reason India fails in Olympics?,Why is India failing so miserably at the Rio Olympics?,1
1150,2400,2401,How do I plan a 4 day trip to Goa?,How can I plan a 3 days/3 nights trip to Goa?,1
1151,2408,2409,What will happen to EU citizens in UK after brexit?,What's going to happen to EU citizens in the UK if the UK leaves the European Union after a 2016 referendum?,1
1152,2410,2411,What are the minimum GPA and GRE requirements of Florida State University?,What are the minimum GPA and  GRE requirements of Florida State University?,1
1153,2412,2413,Why does temperature decrease when altitude increases?,Why does temperature decrease with increase in altitude?,1
1154,2420,2421,What are some of the best jokes you've ever heard?,What is the most funny joke you have ever heard?,1
1155,2424,2425,How come there are no depictions of the massacres Islam inflicted on India?,How come there are no depictions of the massacres inflicted by Islam on India.?,1
1156,2428,2429,How Can I impress a girl who hate me?,How can impress a girl who hate me?,1
1157,2438,2439,How can I improve my pronunciation in English?,How can I improve my English pronunciation?,1
1158,2442,2443,Why did humans come into existence?,Why did humans come to existence?,1
1159,2448,2449,What are some common examples of solid matter?,What are the most common examples of solid matter?,1
1160,2454,2455,How should I get motivated to hit the gym every day?,How can I keep myself motivated to hit the gym everyday?,1
1161,2458,2459,Where can I get fantastic value in Sydney for floor tiles?,Where can I get best quality wall and floor tiles at very affordable rates in Sydney area?,1
1162,2468,2469,What are the best ways to learn to code in a short amount of time?,How can I learn to code easily and efficiently in a short amount of time?,1
1163,2470,2471,What is the nicest thing that a complete stranger has ever done for you?,What is the nicest thing a stranger has done for you?,1
1164,2474,2475,What is the best gift you ever received?,Which is the best gift that you have ever received?,1
1165,2476,2477,Who is the best teacher in life?,Who are the best teachers of life?,1
1166,2480,2481,If I become a millionaire should I tell families and friends?,Should I tell people that I have become a millionaire?,1
1167,2488,2489,What is the name of the creepiest horror movie you've ever seen? Which was the scariest part?,What is the scariest or creepiest movie you have ever seen?,1
1168,2490,2491,What would be the procedure if a major party nominee died before a general election?,What would happen if the presidential nominee died before the November election?,1
1169,2500,2501,What are the biggest regrets of your life?,What's your biggest regret in life?,1
1170,2502,2503,What are the places to visit for a honeymoon in Kerala?,"What all places can one visit on a two day trip in Kerala, India?",1
1171,2508,2509,What are your views on the ban of Rs 500 and Rs 1000 notes by the Indian Government? Pros cons?,What do you think of abolishing 500 and 1000 Rupee Currency notes by the Indian Government?,1
1172,2510,2511,"What is the difference between ""assessment"" and ""evaluation""?",What is the difference between assessment and evaluation?,1
1173,2512,2513,What are the songs that make you feel happy?,What are some songs that just make you happy?,1
1174,2520,2521,What countries are socialist?,Are there any socialist countries left?,1
1175,2528,2529,Will Brexit really happen?,Is Brexit likely to happen?,1
1176,2530,2531,How can we hack Wifi Passowrds?,How do I can hack wifi?,1
1177,2532,2533,How did Portugal become and stay independent of Spain? What are the cultural narratives in Portuguese and Spanish histories?,How did Portugal become an independent country from Spain?,1
1178,2534,2535,Who will probably win in the war between Pakistan and Iran?,Who would win a *conventional* war between Iran and Pakistan right now?,1
1179,2536,2537,Why does magnetic field produce when current flows in a conductor?,Why is a magnetic field produced when current flows through a conductor?,1
1180,2538,2539,Who were the most influential queens in history?,Who is the most influential queen in history?,1
1181,2540,2541,How do we allocate memory for a structure and array in C?,Are dynamic allocations of array allowed in C?,1
1182,2552,2553,How can I stop overthinking everything in my relationship?,How do I stop overthinking situations in my relationship?,1
1183,2562,2563,What are the differences between Chinese and western etiquettes?,What are the differences between Chinese and western etiquette?,1
1184,2566,2567,What are some popular method to do suicide?,Is there some painless way to suicide?,1
1185,2574,2575,Where can I get wonderful flavors on cupcakes in Gold Coast?,Where can I get good quality cupcakes and a lot of different flavor in Gold Coast?,1
1186,2580,2581,Is time travel possible? If yes? How?,Is time travel still theorized as being possible?,1
1187,2596,2597,What is the most spontaneous thing you have ever done?,What is the most spontaneous thing you've ever done?,1
1188,2598,2599,Which book to use for preparing chemistry for neet?,Which chemistry objective book is good for NEET 2017?,1
1189,2606,2607,How will real estate prices be affected in India after banning of 500 and 1000 rupees notes?,How does the demonetized notes of 500 and 1000 effect the real estate?,1
1190,2614,2615,I m bio student how I got admission in vits Vellore in biotechnology and I don't have math in 12?,Kindly tell me whole process of admission at vits Vellore for biotech.i m a bio student in 12..I don't have math there?,1
1191,2618,2619,What are my options for earning money online?,What are some best ways to earn money online?,1
1192,2620,2621,What was a book that changed you?,What is the one book that changed you?,1
1193,2622,2623,What are the things to consider when buying a new laptop?,What are the things to be considered while buying a new laptop?,1
1194,2628,2629,How should I stop biting my nails?,How can I stop biting my nails for good?,1
1195,2630,2631,How do I avoid looking like a tourist in Paris?,How do I dress in Paris to avoid looking like a tourist?,1
1196,2640,2641,What is (Ni) Introverted Intuition?,What is Introverted Intuition?,1
1197,2642,2643,How do I plan a bridal shower party?,How can I plan a bridal shower in another state?,1
1198,2644,2645,Why does the Indian education system suck?,What is wrong with Indian engineering education system?,1
1199,2648,2649,Why do the Union territories of Puducherry and Delhi have their own assembly?,Why do only the union territories of Delhi and Puducherry have chief ministers and not others?,1
1200,2650,2651,What is the story behind the Black Swan movie?,What is the story behind the black swan in Swan Lake?,1
1201,2656,1215,Is a third world war coming?,Is World War 3 more imminent than expected?,1
1202,2657,2658,What is the best Advantage of using Quora?,What is the benefit to Quora?,1
1203,2661,2662,What is so special about Rolls Royce cars that they are only given to respected personalities?,Are Rolls-Royce cars given only to reputed personalities?,1
1204,2677,2678,Are there any famous people with low IQ's?,Who are some famous people with low IQs?,1
1205,2681,2682,What are some good places to visit in Kerala on tour?,What are some good beaches to visit in Kerala?,1
1206,2683,2684,Can Donald Trump keep his campaign promises?,What promises can Donald Trump keep?,1
1207,2685,2686,How come the media doesn't cover/talk about Trump alleged raping of a 13 yr old girl trial?,Why doesn't the main stream media or Hillary talking about Trumps December trial for raping a 13 yo?,1
1208,2703,2704,How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Enterprise M506x?,How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Enterprise M606x?,1
1209,2711,2712,What is the best method of losing weight?,What are the best way of loose the weight?,1
1210,2717,2718,What has been one of the best decisions of your life?,What has been the best decision you've made in your life?,1
1211,2739,1071,"What is the most interesting fact that I know, but you don't, but I shouldn't?",What is the most interesting fact that most people don't know about?,1
1212,2748,2749,"What was it like seeing a person of another race for the first time, unexpectedly?",Do we have any first-hand accounts of people from the past seeing a person of another race for the first time in their lives? How do they react?,1
1213,2756,2757,"If God created the world, who created God?","Who created the ""GOD""?",1
1214,2758,2759,what can i do to become fair?,How can I become more white?,1
1215,2764,2765,Why did Arnab Goswami quitted from Times Now?,Why did Arnab Goswami resign as the Editor-in-Chief of Times Now?,1
1216,2766,2767,What's the best why to start up a cafe?,What are requirements I would need to start my own cafe?,1
1217,2768,2769,Things to do in Hyderabad?,What are the cool adventurous things to do in Hyderabad?,1
1218,2776,2777,Who invented the middle finger bad gesture? How was it invented?,Who invented the middle finger bad gesture?,1
1219,2784,2785,Are there any Republicans voting for Hillary Clinton?,Are there any other republicans (here) who voted for Hillary Clinton?,1
1220,2786,2787,What physiological tricks are useful to know?,What psychology hacks are useful to know?,1
1221,2788,2789,What is purpose of registering with dogs such as a Maltipoo at the AKC?,How can you register a Maltipoo at the AKC?,1
1222,2790,2791,What is your most embarrassing moment in public?,What has been your most embarrassing moment in front of a stranger?,1
1223,2792,2793,What's the coolest thing you can do with a computer?,What are the coolest things you can do on a computer?,1
1224,2796,2797,How can I prepare for GATE without coaching?,How did you prepare for the GATE without any coaching?,1
1225,2802,2803,What should be done to get rid of dandruff?,How do I get rid of severe dandruff?,1
1226,2808,2809,Would Donald Trump be the worst president in US history?,Is Donald trump going to be the worst president?,1
1227,2812,2813,Is ethics bullshit?,Are ethics bullshit?,1
1228,2816,2817,What are the best top 10 movies of Hollywood ever?,What are the best movies of Hollywood?,1
1229,2818,2819,What should you do if a cat scratches your eye?,What should I do if I have a cat scratch under my eye?,1
1230,2820,2821,"What if the whole world had only one religion, could we think the world can be at peace then?","If the whole world were to follow only one religion, would it be more peaceful?",1
1231,2822,2823,How do I get rid of mosquitoes bites quickly?,How do I get rid of mosquito bite marks?,1
1232,2824,2825,Did Tywin sleep with Shae out of pure spite?,Why does Tywin sleep with Shae in A Storm of Swords?,1
1233,2826,2827,What is it like being the third or non-primary person in a polyamorous relationship?,What is it like to be third-wheeled in a polyamorous relationship?,1
1234,2840,2841,How likely is it for a black guy to date an Indian girl?,Do black guys like to date Indian girls?,1
1235,2842,1528,What is mutual funds with examples?,What is mutual fund all about?,1
1236,1373,2847,Which are the best movies of 2016?,Which was the best film of 2016?,1
1237,2854,2855,Should I worry about what people think about me?,Should I ever care what people think of me?,1
1238,2860,2861,Why is Quora claiming my questions need improvement?,Why does Quora keep telling me my question needs improvement?,1
1239,2864,2865,What are the differences between a B-tree and a B+ tree?,What are the differences between B+Tree and B-Tree?,1
1240,2874,2875,How can you take the battery out of an iPhone 4?,How do you take the battery off an iPhone 4?,1
1241,2878,2879,Which is the best laptop under 20k today? Fast & smooth.,What is the best laptop I could buy under 20k?,1
1242,2880,2881,What are human impacts on biodiversity?,What is the human impact on biodiversity?,1
1243,2886,2887,What type of wildlife are native to Turkey?,What animals are native to the country Turkey?,1
1244,2890,2891,Can we really hack Facebook?,Can I hack Facebook?,1
1245,2892,2893,"How do you view the Indian government's decision to fight ""black money"" by scrapping 500 rupee and 1000 rupee notes?",What are going to be the rammifications of the Indian government's decision affecting invalid ‰â_500/‰â_1000 currency notes?,1
1246,2896,2897,How much time do people spend on Quora?,How much time does Quora take up in your day?,1
1247,2900,2901,How is erectile dysfunction treated?,How do I overcome erectile dysfunction due to over masturbation?,1
1248,2904,2905,When was the hardest period in your life and how did you get through?,What are the hardest time you've seen and how did you get out of it?,1
1249,2912,2913,Will Google purchase Twitter?,Will Google acquire Twitter?,1
1250,2916,2917,What should be the strategy to clear IBPS PO?,How do prepare the prelims exam of IBPS PO?,1
1251,2920,2921,How does banning 500 & 1000 rupee notes solve black money problem?,Would demonetization of 500 and 1000 rupee notes actually help in curbing black money in India?,1
1252,2929,2930,What happens to a question on Quora if it is marked as needing further improvement?,"How can I ask Quora a question about something that was marked ""needs improvement?""?",1
1253,2933,2934,How can I delete an old Facebook account that I forgot it's password?,How do I get into my Instagram if I forgot my email and my Facebook password?,1
1254,2935,2936,What is operation quality?,What is the operation quality?,1
1255,2937,2938,Is it possible to root an iOS into an Android phone?,Is it possible to install iOS to an Android phone?,1
1256,2939,2940,What are some creative and innovative business ideas with less investment in India?,What are some best business ideas with minimum investment?,1
1257,2941,2942,Is it legal for traffic police to stand in the middle of the road to stop vehicles?,Is it legal for a traffic police to stand at the middle of the road to stop vehicles?,1
1258,2947,2948,Is it stealing if you steal from a thief?,Is it stealing if you're stealing from a thief?,1
1259,2967,2968,How can I make a healthy home made pizza?,How can I make healthy pizza? Is there any recipe for it?,1
1260,2969,2970,What should one read to learn about philosophy?,What books can I read to learn more about philosophy?,1
1261,2979,2980,Is Zee news a BJP owned channel?,Why is ZEE News so anti-AAP?,1
1262,2985,2986,How can I be a native English speaker?,How do I speak English like celebrities?,1
1263,2987,2988,How do you write a beautiful introduction to an essay?,How do I write the introduction of an essay?,1
1264,2995,2996,Where can I get best assistance in Sydney for any property purchasing?,Where can I get knowledgeable assistance for transfer of property in Sydney?,1
1265,2999,3000,How can I improve digestion?,How can we improve our digestion?,1
1266,3005,3006,What are some Cyanide and Happiness comics on countries?,What are the best Cyanide & Happiness comics?,1
1267,3017,3018,"In the world, we are second largest country in terms of population, but we win only very few medals in the Olympics. Why?","If India is the second largest in population, why do they not have Olympic medals like China or the US?",1
1268,3019,3020,What's your favourite meal?,What is your favourite meal and why?,1
1269,3027,3028,What are some good books for JEE Mains only?,What are the best books to practice for JEE mains only?,1
1270,3047,3048,"How long will the PokÌ©mon GO ""fever"" will last?",How long you thing this PokÌ©mon GO trend will last?,1
1271,3055,3056,What are some of the most misheard song lyrics of all time?,What are some of your favorite misheard song lyrics?,1
1272,3061,3062,"How close are we to World War Three, and how bad would it be?",How close is a World War III?,1
1273,3065,3066,How can I improve my writing skills and blog style?,How can I improve my writing skills for writing a book?,1
1274,3067,3068,What is the concept of sustainable development?,What is sustainable development?,1
1275,3069,3070,EMTs and Paramedics: How does one treat a gunshot wound?,How do you treat gunshot wounds?,1
1276,3073,3074,How did Donald Trump become president?,How did Donald Trump win despite projections that he would fail?,1
1277,3075,3076,Where do nuclear reactions occur in the sun? Why do they happen?,What causes nuclear reactions in the Sun?,1
1278,3085,3086,What's the first thing you do after you wake up?,What's the one thing you think about when you wake up?,1
1279,3101,3102,What are the main uses of a computer network?,What is computer networking?,1
1280,3105,3106,What do Pakistani people think about the Uri attack on 18th September 2016?,What do Pakistani residents think of Uri attack?,1
1281,3111,3112,Are animals capable of feeling/experiencing emotions unknown to humans?,Do animals have the same emotions as humans?,1
1282,3113,3114,What are the ways in which I can improve my handwriting?,How can I have good handwriting?,1
1283,3117,3118,How would Donald Trump's win affect India?,How will Donald Trump benefit India?,1
1284,1749,3121,How can changing 500 and 1000 rupee notes end the black money in India?,Will banning Rs.500 and Rs.1000 notes help to solve black money and corruption?,1
1285,3122,3123,Are there any good horror movies in 2016?,What are some best horror movies of 2016?,1
1286,3124,3125,How can I overcome suicidal thoughts?,How do I overcome suicide thoughts?,1
1287,3132,3133,How can I win in UGC Net Exam in English literature?,What are the name of the books for UGC net English literature?,1
1288,3138,3139,Can we eat meat with dairy products?,Is eating meat and dairy okay?,1
1289,3144,3145,Why did Sirius have to travel north in GOF?,Why did Sirius Black have to travel north in GOF?,1
1290,3150,3151,What is the difference between angel investors and VCs?,What's the difference between a VC and an Angel Investor?,1
1291,3152,3153,What will happen if India and Pakistan gets into war and who will win?,If war occurs between India and Pakistan what will be its effect on the rest of country?,1
1292,3156,3157,Can we stop global warming?,Do we have any good ways to stop global warming?,1
1293,3170,3171,What is the scope for girls in mechanical engineering?,What is the scope of mechanical engineering for girls?,1
1294,3172,3173,"Which is better, Coke or Pepsi?","What is better, Coke or Pepsi? Why?",1
1295,3174,3175,Why are people addicted to pornography?,Why do people become addicted to pornography?,1
1296,3176,3177,Why is dividing by zero an error or undefined?,Why is division by zero undefined?,1
1297,3180,3181,What are the best and most effective openings in chess?,What are the best opening moves in chess?,1
1298,3186,3187,"What, if anything, is too serious to be joked about?","What, if anything, is too serious to be joked about in life?",1
1299,3196,3197,How much do dental implants cost in India?,"What is the price for dental implants in Delhi, India?",1
1300,3200,3201,Which wood glue would be best for repairing a cricket bat?,Which glue is best for repairing a cricket bat?,1
1301,3206,3207,What is the term Padfoot in harry Potter?,What does Padfoot mean in Harry Potter?,1
1302,3210,3211,What are some of the most technical questions asked in an interview?,What are the questions asked by an interviewer in technical interview?,1
1303,3234,3235,How do I start a plant nursery?,How do I get start plant nursery?,1
1304,3246,3247,How much does it cost to develop an Android app in India?,How much will it cost to build an Android app in India?,1
1305,3252,3253,How do I stop my Yorkie/Corgi mix from chewing my shoes?,How do I prevent my dog from chewing cushions?,1
1306,3260,3261,How can I build traffic for my website?,How can I increase traffic on my blog?,1
1307,3263,3264,How do I prepare for the 10th class ICSE board?,How Can I prepare for Class 10th Board Examinations ICSE?,1
1308,3267,3268,"Do Trump supporters believe his claims about his tax returns, or do they just not care?","Do Donald Trump supporters actually not care about his tax returns, or do they just tolerate them and look at the bigger picture?",1
1309,3275,3276,How I become a good teacher?,How do you become a good teacher?,1
1310,3283,3284,Are Secret Service agents that protect politicians chosen for duty by their political affiliation?,Can a Secret Service agent's political views interfere with their duty?,1
1311,3295,3296,Does critical thinking help to burn calories?,Does thinking burns calories?,1
1312,3297,3298,What are some ways to delete my Yahoo Mail account?,What are some ways to delete my Yahoo Mail account permanently?,1
1313,3299,3300,How much bigger can a male bicep muscles get than a female's?,How much bigger can a male's bicep muscles get than a female's?,1
1314,3309,3310,Does meditation increase creativity?,Can meditation increase creativity?,1
1315,3313,3314,What is the thought process behind designing a country's national flag?,How is the story behind your country's national flag?,1
1316,3321,3322,How will work and jobs change over the next 10-20 years?,How will work and jobs change in the next 10-20 years?,1
1317,3325,3326,How does one fall in love?,How is it to fall in love.?,1
1318,3329,3330,Does global warming exist?,Is the global warming climate change things for real or a hoax?,1
1319,3337,3338,What is your favorite saying and why?,What are some of your favorite sayings?,1
1320,3339,3340,Why does the caste system persist in India?,Why caste system still survive in India?,1
1321,3341,3342,What is the best way to send a fax from Australia to the United States?,How can I send a fax from Australia to the United States?,1
1322,3349,3350,Is it true that the new Rs. 2000 currency notes in India will have a nano GPS chip?,How much is the truth that the new high denomination currency of India are being embedded with GPS nano chips?,1
1323,3351,3352,What is the best app for Berlin public transportation?,What are the best public transportation apps to help me in Berlin?,1
